item_category
black dresses
black jeans
black pants
black shirts
black sweat shirts
black tops
black track pants
blue dresses
blue jeans
blue pants
blue shirts
blue sweat shirts
blue tops
blue track pants
green dresses
green shirts
green tops
pink tops
purple dresses
red dresses
red shirts
red tops
white dresses
white shirts
white tops
yellow dresses
yellow tops
